 1_AMB_TEMP, 2_AMB_TEMP, 3_AMB_TEMP, 4_AMB_TEMP, 5_AMB_TEMP, 6_AMB_TEMP, 7_AMB_TEMP, 8_AMB_TEMP, 9_AMB_TEMP, 1_CH4, 2_CH4, 3_CH4, 4_CH4, 5_CH4, 6_CH4, 7_CH4, 8_CH4, 9_CH4, 1_CO, 2_CO, 3_CO, 4_CO, 5_CO, 6_CO, 7_CO, 8_CO, 9_CO, 1_NMHC, 2_NMHC, 3_NMHC, 4_NMHC, 5_NMHC, 6_NMHC, 7_NMHC, 8_NMHC, 9_NMHC, 1_NO, 2_NO, 3_NO, 4_NO, 5_NO, 6_NO, 7_NO, 8_NO, 9_NO, 1_NO2, 2_NO2, 3_NO2, 4_NO2, 5_NO2, 6_NO2, 7_NO2, 8_NO2, 9_NO2, 1_NOx, 2_NOx, 3_NOx, 4_NOx, 5_NOx, 6_NOx, 7_NOx, 8_NOx, 9_NOx, 1_O3, 2_O3, 3_O3, 4_O3, 5_O3, 6_O3, 7_O3, 8_O3, 9_O3, 1_PM10, 2_PM10, 3_PM10, 4_PM10, 5_PM10, 6_PM10, 7_PM10, 8_PM10, 9_PM10, 1_PM2.5, 2_PM2.5, 3_PM2.5, 4_PM2.5, 5_PM2.5, 6_PM2.5, 7_PM2.5, 8_PM2.5, 9_PM2.5, 1_RAINFALL, 2_RAINFALL, 3_RAINFALL, 4_RAINFALL, 5_RAINFALL, 6_RAINFALL, 7_RAINFALL, 8_RAINFALL, 9_RAINFALL, 1_RH, 2_RH, 3_RH, 4_RH, 5_RH, 6_RH, 7_RH, 8_RH, 9_RH, 1_SO2, 2_SO2, 3_SO2, 4_SO2, 5_SO2, 6_SO2, 7_SO2, 8_SO2, 9_SO2, 1_THC, 2_THC, 3_THC, 4_THC, 5_THC, 6_THC, 7_THC, 8_THC, 9_THC, 1_WD_HR, 2_WD_HR, 3_WD_HR, 4_WD_HR, 5_WD_HR, 6_WD_HR, 7_WD_HR, 8_WD_HR, 9_WD_HR, 1_WIND_DIREC, 2_WIND_DIREC, 3_WIND_DIREC, 4_WIND_DIREC, 5_WIND_DIREC, 6_WIND_DIREC, 7_WIND_DIREC, 8_WIND_DIREC, 9_WIND_DIREC, 1_WIND_SPEED, 2_WIND_SPEED, 3_WIND_SPEED, 4_WIND_SPEED, 5_WIND_SPEED, 6_WIND_SPEED, 7_WIND_SPEED, 8_WIND_SPEED, 9_WIND_SPEED, 1_WS_HR, 2_WS_HR, 3_WS_HR, 4_WS_HR, 5_WS_HR, 6_WS_HR, 7_WS_HR, 8_WS_HR, 9_WS_HR,10_PM2.5
20.0,22.0,22.0,22.0,22.0,22.0,21.0,19.0,17.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.59,0.52,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.2,0.18,0.12,0.11,0.1,0.13,0.14,0.23,0.18,4.2,2.9,3.4,3.0,2.5,2.2,2.5,2.3,2.1,14.0,11.0,14.0,12.0,11.0,11.0,22.0,28.0,19.0,18.0,14.0,17.0,15.0,14.0,13.0,25.0,30.0,21.0,44.0,58.0,50.0,57.0,65.0,64.0,51.0,34.0,33.0,56.0,64.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,41.0,44.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,4.5,2.7,3.5,3.6,3.9,4.4,9.9,5.1,3.4,2.0,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,241.0,280.0,297.0,305.0,307.0,304.0,307.0,124.0,118.0,283.0,269.0,290.0,316.0,313.0,305.0,291.0,124.0,119.0,1.6,1.9,2.1,3.3,2.5,2.2,1.4,2.2,2.8,0.8,1.2,2.0,2.6,2.1,2.1,1.9,1.0,2.5,44.0
22.0,22.0,22.0,22.0,22.0,21.0,19.0,17.0,16.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.52,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.18,0.12,0.11,0.1,0.13,0.14,0.23,0.18,0.12,2.9,3.4,3.0,2.5,2.2,2.5,2.3,2.1,1.9,11.0,14.0,12.0,11.0,11.0,22.0,28.0,19.0,12.0,14.0,17.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,58.0,50.0,57.0,65.0,64.0,51.0,34.0,33.0,34.0,64.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,44.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,2.7,3.5,3.6,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,1.9,280.0,297.0,305.0,307.0,304.0,307.0,124.0,118.0,121.0,269.0,290.0,316.0,313.0,305.0,291.0,124.0,119.0,118.0,1.9,2.1,3.3,2.5,2.2,1.4,2.2,2.8,3.0,1.2,2.0,2.6,2.1,2.1,1.9,1.0,2.5,2.5,41.0
22.0,22.0,22.0,22.0,21.0,19.0,17.0,16.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.12,0.11,0.1,0.13,0.14,0.23,0.18,0.12,0.1,3.4,3.0,2.5,2.2,2.5,2.3,2.1,1.9,1.5,14.0,12.0,11.0,11.0,22.0,28.0,19.0,12.0,8.1,17.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,9.7,50.0,57.0,65.0,64.0,51.0,34.0,33.0,34.0,37.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,3.5,3.6,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,1.9,1.9,297.0,305.0,307.0,304.0,307.0,124.0,118.0,121.0,113.0,290.0,316.0,313.0,305.0,291.0,124.0,119.0,118.0,114.0,2.1,3.3,2.5,2.2,1.4,2.2,2.8,3.0,2.6,2.0,2.6,2.1,2.1,1.9,1.0,2.5,2.5,2.8,30.0
22.0,22.0,22.0,21.0,19.0,17.0,16.0,15.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.11,0.1,0.13,0.14,0.23,0.18,0.12,0.1,0.09,3.0,2.5,2.2,2.5,2.3,2.1,1.9,1.5,1.6,12.0,11.0,11.0,22.0,28.0,19.0,12.0,8.1,7.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,57.0,65.0,64.0,51.0,34.0,33.0,34.0,37.0,38.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,3.6,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,1.9,1.9,1.9,305.0,307.0,304.0,307.0,124.0,118.0,121.0,113.0,112.0,316.0,313.0,305.0,291.0,124.0,119.0,118.0,114.0,108.0,3.3,2.5,2.2,1.4,2.2,2.8,3.0,2.6,2.7,2.6,2.1,2.1,1.9,1.0,2.5,2.5,2.8,2.6,24.0
22.0,22.0,21.0,19.0,17.0,16.0,15.0,15.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.1,0.13,0.14,0.23,0.18,0.12,0.1,0.09,0.1,2.5,2.2,2.5,2.3,2.1,1.9,1.5,1.6,1.8,11.0,11.0,22.0,28.0,19.0,12.0,8.1,7.0,6.9,14.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,8.7,65.0,64.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,1.9,1.9,1.9,1.9,307.0,304.0,307.0,124.0,118.0,121.0,113.0,112.0,106.0,313.0,305.0,291.0,124.0,119.0,118.0,114.0,108.0,102.0,2.5,2.2,1.4,2.2,2.8,3.0,2.6,2.7,2.1,2.1,2.1,1.9,1.0,2.5,2.5,2.8,2.6,2.4,13.0
22.0,21.0,19.0,17.0,16.0,15.0,15.0,15.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.13,0.14,0.23,0.18,0.12,0.1,0.09,0.1,0.08,2.2,2.5,2.3,2.1,1.9,1.5,1.6,1.8,1.5,11.0,22.0,28.0,19.0,12.0,8.1,7.0,6.9,6.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,8.7,7.5,64.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,36.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.9,1.9,2.1,2.0,1.9,1.9,1.9,1.9,1.9,304.0,307.0,124.0,118.0,121.0,113.0,112.0,106.0,110.0,305.0,291.0,124.0,119.0,118.0,114.0,108.0,102.0,111.0,2.2,1.4,2.2,2.8,3.0,2.6,2.7,2.1,2.1,2.1,1.9,1.0,2.5,2.5,2.8,2.6,2.4,2.3,21.0
21.0,19.0,17.0,16.0,15.0,15.0,15.0,15.0,16.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.14,0.23,0.18,0.12,0.1,0.09,0.1,0.08,0.06,2.5,2.3,2.1,1.9,1.5,1.6,1.8,1.5,1.4,22.0,28.0,19.0,12.0,8.1,7.0,6.9,6.0,3.7,25.0,30.0,21.0,13.0,9.7,8.6,8.7,7.5,5.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,36.0,39.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.8,1.9,2.1,2.0,1.9,1.9,1.9,1.9,1.9,1.8,307.0,124.0,118.0,121.0,113.0,112.0,106.0,110.0,111.0,291.0,124.0,119.0,118.0,114.0,108.0,102.0,111.0,108.0,1.4,2.2,2.8,3.0,2.6,2.7,2.1,2.1,2.4,1.9,1.0,2.5,2.5,2.8,2.6,2.4,2.3,2.5,23.0
19.0,17.0,16.0,15.0,15.0,15.0,15.0,16.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.23,0.18,0.12,0.1,0.09,0.1,0.08,0.06,0.05,2.3,2.1,1.9,1.5,1.6,1.8,1.5,1.4,1.1,28.0,19.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,30.0,21.0,13.0,9.7,8.6,8.7,7.5,5.0,4.3,34.0,33.0,34.0,37.0,38.0,38.0,36.0,39.0,38.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.8,0.8,2.1,2.0,1.9,1.9,1.9,1.9,1.9,1.8,1.8,124.0,118.0,121.0,113.0,112.0,106.0,110.0,111.0,117.0,124.0,119.0,118.0,114.0,108.0,102.0,111.0,108.0,113.0,2.2,2.8,3.0,2.6,2.7,2.1,2.1,2.4,2.7,1.0,2.5,2.5,2.8,2.6,2.4,2.3,2.5,2.4,30.0
17.0,16.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.18,0.12,0.1,0.09,0.1,0.08,0.06,0.05,0.06,2.1,1.9,1.5,1.6,1.8,1.5,1.4,1.1,1.3,19.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,3.3,21.0,13.0,9.7,8.6,8.7,7.5,5.0,4.3,4.7,33.0,34.0,37.0,38.0,38.0,36.0,39.0,38.0,39.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,3.4,2.3,2.0,1.9,1.9,1.9,1.8,0.8,0.9,2.0,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,118.0,121.0,113.0,112.0,106.0,110.0,111.0,117.0,113.0,119.0,118.0,114.0,108.0,102.0,111.0,108.0,113.0,115.0,2.8,3.0,2.6,2.7,2.1,2.1,2.4,2.7,2.9,2.5,2.5,2.8,2.6,2.4,2.3,2.5,2.4,2.8,30.0
16.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.12,0.1,0.09,0.1,0.08,0.06,0.05,0.06,0.05,1.9,1.5,1.6,1.8,1.5,1.4,1.1,1.3,1.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,13.0,9.7,8.6,8.7,7.5,5.0,4.3,4.7,4.1,34.0,37.0,38.0,38.0,36.0,39.0,38.0,39.0,39.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,2.3,2.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,121.0,113.0,112.0,106.0,110.0,111.0,117.0,113.0,110.0,118.0,114.0,108.0,102.0,111.0,108.0,113.0,115.0,102.0,3.0,2.6,2.7,2.1,2.1,2.4,2.7,2.9,2.3,2.5,2.8,2.6,2.4,2.3,2.5,2.4,2.8,2.7,22.0
15.0,15.0,15.0,15.0,16.0,15.0,15.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.1,0.09,0.1,0.08,0.06,0.05,0.06,0.05,0.05,1.5,1.6,1.8,1.5,1.4,1.1,1.3,1.0,1.2,8.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,3.1,9.7,8.6,8.7,7.5,5.0,4.3,4.7,4.1,4.3,37.0,38.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,2.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8,0.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,113.0,112.0,106.0,110.0,111.0,117.0,113.0,110.0,100.0,114.0,108.0,102.0,111.0,108.0,113.0,115.0,102.0,87.0,2.6,2.7,2.1,2.1,2.4,2.7,2.9,2.3,1.5,2.8,2.6,2.4,2.3,2.5,2.4,2.8,2.7,2.0,18.0
15.0,15.0,15.0,16.0,15.0,15.0,14.0,14.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.09,0.1,0.08,0.06,0.05,0.06,0.05,0.05,0.07,1.6,1.8,1.5,1.4,1.1,1.3,1.0,1.2,1.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,3.1,4.3,8.6,8.7,7.5,5.0,4.3,4.7,4.1,4.3,5.5,38.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8,0.8,0.7,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,112.0,106.0,110.0,111.0,117.0,113.0,110.0,100.0,64.0,108.0,102.0,111.0,108.0,113.0,115.0,102.0,87.0,79.0,2.7,2.1,2.1,2.4,2.7,2.9,2.3,1.5,1.0,2.6,2.4,2.3,2.5,2.4,2.8,2.7,2.0,0.5,13.0
15.0,15.0,16.0,15.0,15.0,14.0,14.0,15.0,16.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.1,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.09,1.8,1.5,1.4,1.1,1.3,1.0,1.2,1.1,1.6,6.9,6.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,8.7,7.5,5.0,4.3,4.7,4.1,4.3,5.5,11.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,1.9,1.9,1.8,0.8,0.9,0.8,0.8,0.7,0.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,106.0,110.0,111.0,117.0,113.0,110.0,100.0,64.0,80.0,102.0,111.0,108.0,113.0,115.0,102.0,87.0,79.0,252.0,2.1,2.1,2.4,2.7,2.9,2.3,1.5,1.0,0.8,2.4,2.3,2.5,2.4,2.8,2.7,2.0,0.5,0.8,13.0
15.0,16.0,15.0,15.0,14.0,14.0,15.0,16.0,16.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.09,0.19,1.5,1.4,1.1,1.3,1.0,1.2,1.1,1.6,8.4,6.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,19.0,7.5,5.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,1.9,1.8,0.8,0.9,0.8,0.8,0.7,0.8,1.2,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.0,110.0,111.0,117.0,113.0,110.0,100.0,64.0,80.0,88.0,111.0,108.0,113.0,115.0,102.0,87.0,79.0,252.0,90.0,2.1,2.4,2.7,2.9,2.3,1.5,1.0,0.8,4.0,2.3,2.5,2.4,2.8,2.7,2.0,0.5,0.8,1.5,11.0
16.0,15.0,15.0,14.0,14.0,15.0,16.0,16.0,17.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.79,0.06,0.05,0.06,0.05,0.05,0.07,0.09,0.19,0.31,1.4,1.1,1.3,1.0,1.2,1.1,1.6,8.4,17.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,5.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,43.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,1.8,0.8,0.9,0.8,0.8,0.7,0.8,1.2,3.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.0,2.1,111.0,117.0,113.0,110.0,100.0,64.0,80.0,88.0,50.0,108.0,113.0,115.0,102.0,87.0,79.0,252.0,90.0,216.0,2.4,2.7,2.9,2.3,1.5,1.0,0.8,4.0,1.0,2.5,2.4,2.8,2.7,2.0,0.5,0.8,1.5,0.7,22.0
15.0,15.0,14.0,14.0,15.0,16.0,16.0,17.0,20.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.05,0.06,0.05,0.05,0.07,0.09,0.19,0.31,0.5,1.1,1.3,1.0,1.2,1.1,1.6,8.4,17.0,17.0,3.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,36.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,43.0,53.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,0.8,0.9,0.8,0.8,0.7,0.8,1.2,3.3,8.3,1.8,1.8,1.8,1.8,1.8,1.8,2.0,2.1,2.3,117.0,113.0,110.0,100.0,64.0,80.0,88.0,50.0,326.0,113.0,115.0,102.0,87.0,79.0,252.0,90.0,216.0,317.0,2.7,2.9,2.3,1.5,1.0,0.8,4.0,1.0,0.6,2.4,2.8,2.7,2.0,0.5,0.8,1.5,0.7,0.2,25.0
15.0,14.0,14.0,15.0,16.0,16.0,17.0,20.0,22.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,0.28,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.06,0.05,0.05,0.07,0.09,0.19,0.31,0.5,0.13,1.3,1.0,1.2,1.1,1.6,8.4,17.0,17.0,2.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,36.0,8.4,4.7,4.1,4.3,5.5,11.0,27.0,43.0,53.0,11.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,0.9,0.8,0.8,0.7,0.8,1.2,3.3,8.3,1.9,1.8,1.8,1.8,1.8,1.8,2.0,2.1,2.3,1.9,113.0,110.0,100.0,64.0,80.0,88.0,50.0,326.0,339.0,115.0,102.0,87.0,79.0,252.0,90.0,216.0,317.0,312.0,2.9,2.3,1.5,1.0,0.8,4.0,1.0,0.6,1.5,2.8,2.7,2.0,0.5,0.8,1.5,0.7,0.2,0.7,34.0
14.0,14.0,15.0,16.0,16.0,17.0,20.0,22.0,23.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.37,0.05,0.05,0.07,0.09,0.19,0.31,0.5,0.13,0.18,1.0,1.2,1.1,1.6,8.4,17.0,17.0,2.2,4.8,3.1,3.1,4.3,9.4,19.0,26.0,36.0,8.4,17.0,4.1,4.3,5.5,11.0,27.0,43.0,53.0,11.0,22.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,45.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,63.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,43.0,0.8,0.8,0.7,0.8,1.2,3.3,8.3,1.9,4.9,1.8,1.8,1.8,1.8,2.0,2.1,2.3,1.9,2.0,110.0,100.0,64.0,80.0,88.0,50.0,326.0,339.0,314.0,102.0,87.0,79.0,252.0,90.0,216.0,317.0,312.0,315.0,2.3,1.5,1.0,0.8,4.0,1.0,0.6,1.5,2.0,2.7,2.0,0.5,0.8,1.5,0.7,0.2,0.7,1.2,38.0
14.0,15.0,16.0,16.0,17.0,20.0,22.0,23.0,24.0,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.37,0.43,0.05,0.07,0.09,0.19,0.31,0.5,0.13,0.18,0.16,1.2,1.1,1.6,8.4,17.0,17.0,2.2,4.8,5.3,3.1,4.3,9.4,19.0,26.0,36.0,8.4,17.0,24.0,4.3,5.5,11.0,27.0,43.0,53.0,11.0,22.0,29.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,45.0,46.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,63.0,60.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,34.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,43.0,49.0,0.8,0.7,0.8,1.2,3.3,8.3,1.9,4.9,8.3,1.8,1.8,1.8,2.0,2.1,2.3,1.9,2.0,2.0,100.0,64.0,80.0,88.0,50.0,326.0,339.0,314.0,305.0,87.0,79.0,252.0,90.0,216.0,317.0,312.0,315.0,299.0,1.5,1.0,0.8,4.0,1.0,0.6,1.5,2.0,2.9,2.0,0.5,0.8,1.5,0.7,0.2,0.7,1.2,2.6,50.0
